tweet_id,search_keyword,text,created_at,author_id,author_name,author_handle,view_count,like_count,retweet_count,reply_count,url,lang,is_retweet,last_updated,country,media_url
1949682563683082420,뷰티캠,@wjwjsjjxn 뷰티캠 어플 메모…. 써보겠습니다 미녀의 말을 들어야해요,Mon Jul 28 04:05:21 +0000 2025,1921113857655009280,슬아,seulahwinter,105,1,0,0,https://x.com/seulahwinter/status/1949682563683082420,ko,False,2026-04-20 07:37:14,한국,
1951976176668275160,뷰티캠,"14초동안 태현이가 이쁜 척하는 태현이 뷰티캠
 
뭔가... 이 세상에 있는 모든 뽀샤시🔅 하트💓 반짝이✨ 핑크🩷 필터를 쏟아 부어야 할것 같았어... https://t.co/amcvLtoimz",Sun Aug 03 11:59:21 +0000 2025,1900075287884521472,치즈,Geeez_txt,880,15,4,1,https://x.com/Geeez_txt/status/1951976176668275160,ko,False,2026-04-20 07:37:14,한국,
1954163534259982579,뷰티캠,나도 뷰티캠 받을게 https://t.co/hy2AJ21dbV,Sat Aug 09 12:51:07 +0000 2025,2192235043,끔me?me?,9mii9mii9mii,108,0,0,0,https://x.com/9mii9mii9mii/status/1954163534259982579,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/Gx6VX65acAAa-58.jpg
1964302159370973250,뷰티캠,"뷰티캠 모델 추천
이유:아름다우니까 https://t.co/LR3c47RYNj",Sat Sep 06 12:18:24 +0000 2025,1693615406261661696,ξ:3ꇤ🩵)₃,k0m0vvv,1431,7,0,0,https://x.com/k0m0vvv/status/1964302159370973250,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/G0KaZ17aUAAt8q7.jpg
1964535801590800485,뷰티캠,뷰티캠 연사촬영 사라졋네 ㅁㅊ것,Sun Sep 07 03:46:49 +0000 2025,1693615406261661696,ξ:3ꇤ🩵)₃,k0m0vvv,130,0,0,0,https://x.com/k0m0vvv/status/1964535801590800485,ko,False,2026-04-20 07:37:14,한국,
1966068282974523614,뷰티캠,"#광고
은묘 피규어 등장❔️
내 코스프레 사진이 피규어로 변하는 AI 👇🩷 @beautycam_kr
뷰티캠 9월 신규 기능 ‘리얼 피규어’  
✅ 매일 20회 무료 체험  
✅ 코스프레 그대로 살린 피규어 변환  

모두 한번씩 사용하고 피규어인증 올리기 -✨️
#뷰티캠 #피규어ai #beautycam https://t.co/kB7N6aPd2M",Thu Sep 11 09:16:21 +0000 2025,932447482021212160,ENMYO/은묘💗,enmyo_cos,5738,37,2,3,https://x.com/enmyo_cos/status/1966068282974523614,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/G0jgrxCaMAUWzSh.jpg
1944321970075582539,뷰티캠,뷰티캠 사용했습니다!!,Sun Jul 13 09:04:16 +0000 2025,1293853701673644032,Chae,decarchive_,2208,0,0,0,https://x.com/decarchive_/status/1944321970075582539,ko,False,2026-04-20 07:37:14,한국,
2034113420858147041,뷰티캠,뷰티캠 얼굴설정 한명밖에안돼서 친구랑 셀카찍을때마다 일케됨 씨바 ㅠ,Wed Mar 18 03:43:26 +0000 2026,2007023842183815168,메리,mellllgn,349,0,0,0,https://x.com/mellllgn/status/2034113420858147041,ko,False,2026-04-20 07:37:14,한국,
2035625643438903658,뷰티캠,"와.....
영통팬싸 팬 쪽은 뷰티캠 켤 방법이없어?
그냥 뒤에서 친구들한테 반사판들어달라그러고 파우더 반 통 덮어서 자체블러해야돼??",Sun Mar 22 07:52:28 +0000 2026,1776118027257552896,HARIBO_2.5,haribo_stage,229,2,0,1,https://x.com/haribo_stage/status/2035625643438903658,ko,False,2026-04-20 07:37:14,한국,
2037359954970148975,뷰티캠,"#광고 @beautycam_kr 

사람 잔뜩인 디즈니랜드에서 뒤에 행인들 벅벅 지우고 인생 남찍사 남겨오기... 🪽

👉🏻 홈 &gt; 포토샵 &gt; 편집 &gt; AI 지우개 &gt; 자동 &gt; 행인

#뷰티캠 #행인제거 #벚꽃사진 https://t.co/6tZxt1Ebfp",Fri Mar 27 02:44:00 +0000 2026,1624852603795550208,fav.,aavcxf,36194,646,48,0,https://x.com/aavcxf/status/2037359954970148975,ko,False,2026-04-20 07:37:14,한국,https://pbs.twimg.com/media/HEYoFDGbkAA9KVD.jpg
